Risk_Categories,femaDeclarationString,disasterNumber,state,declarationType,declarationDate,declarationYear,fyDeclared,incidentType,declarationTitle,ihProgramDeclared,iaProgramDeclared,paProgramDeclared,hmProgramDeclared,incidentBeginDate,incidentEndDate,disasterCloseoutDate,tribalRequest,fipsStateCode,fipsCountyCode,placeCode,designatedArea,declarationRequestNumber,lastIAFilingDate,incidentId,region,designatedIncidentTypes,lastRefresh,disaster_count
Low Risk,DR-4421-IA,4421,IA,DR,3/23/2019,2019,2019,Flood,SEVERE STORMS AND FLOODING,0,0,1,1,3/12/2019 12:00:00 AM,6/15/2019 12:00:00 AM,,0,19,7,99007,Appanoose (County),19010,7/16/2019 12:00:00 AM,2019032201,7,,8/27/2024 6:22:15 PM,16
Low Risk,DR-4421-IA,4421,IA,DR,3/23/2019,2019,2019,Flood,SEVERE STORMS AND FLOODING,0,0,1,1,3/12/2019 12:00:00 AM,6/15/2019 12:00:00 AM,,0,19,9,99009,Audubon (County),19010,7/16/2019 12:00:00 AM,2019032201,7,,8/27/2024 6:22:15 PM,22
Moderate Risk,DR-4421-IA,4421,IA,DR,3/23/2019,2019,2019,Flood,SEVERE STORMS AND FLOODING,0,0,1,1,3/12/2019 12:00:00 AM,6/15/2019 12:00:00 AM,,0,19,15,99015,Boone (County),19010,7/16/2019 12:00:00 AM,2019032201,7,,8/27/2024 6:22:15 PM,150
Low Risk,DR-4421-IA,4421,IA,DR,3/23/2019,2019,2019,Flood,SEVERE STORMS AND FLOODING,0,0,1,1,3/12/2019 12:00:00 AM,6/15/2019 12:00:00 AM,,0,19,17,99017,Bremer (County),19010,7/16/2019 12:00:00 AM,2019032201,7,,8/27/2024 6:22:15 PM,17
Moderate Risk,DR-4421-IA,4421,IA,DR,3/23/2019,2019,2019,Flood,SEVERE STORMS AND FLOODING,0,0,1,1,3/12/2019 12:00:00 AM,6/15/2019 12:00:00 AM,,0,19,19,99019,Buchanan (County),19010,7/16/2019 12:00:00 AM,2019032201,7,,8/27/2024 6:22:15 PM,78
Low Risk,DR-4421-IA,4421,IA,DR,3/23/2019,2019,2019,Flood,SEVERE STORMS AND FLOODING,0,0,1,1,3/12/2019 12:00:00 AM,6/15/2019 12:00:00 AM,,0,19,21,99021,Buena Vista (County),19010,7/16/2019 12:00:00 AM,2019032201,7,,8/27/2024 6:22:15 PM,22
High Risk,DR-4421-IA,4421,IA,DR,3/23/2019,2019,2019,Flood,SEVERE STORMS AND FLOODING,0,0,1,1,3/12/2019 12:00:00 AM,6/15/2019 12:00:00 AM,,0,19,23,99023,Butler (County),19010,7/16/2019 12:00:00 AM,2019032201,7,,8/27/2024 6:22:15 PM,167
High Risk,DR-4421-IA,4421,IA,DR,3/23/2019,2019,2019,Flood,SEVERE STORMS AND FLOODING,0,0,1,1,3/12/2019 12:00:00 AM,6/15/2019 12:00:00 AM,,0,19,25,99025,Calhoun (County),19010,7/16/2019 12:00:00 AM,2019032201,7,,8/27/2024 6:22:15 PM,251
High Risk,DR-4421-IA,4421,IA,DR,3/23/2019,2019,2019,Flood,SEVERE STORMS AND FLOODING,0,0,1,1,3/12/2019 12:00:00 AM,6/15/2019 12:00:00 AM,,0,19,27,99027,Carroll (County),19010,7/16/2019 12:00:00 AM,2019032201,7,,8/27/2024 6:22:15 PM,253
High Risk,DR-4421-IA,4421,IA,DR,3/23/2019,2019,2019,Flood,SEVERE STORMS AND FLOODING,0,0,1,1,3/12/2019 12:00:00 AM,6/15/2019 12:00:00 AM,,0,19,29,99029,Cass (County),19010,7/16/2019 12:00:00 AM,2019032201,7,,8/27/2024 6:22:15 PM,186
High Risk,DR-4421-IA,4421,IA,DR,3/23/2019,2019,2019,Flood,SEVERE STORMS AND FLOODING,0,0,1,1,3/12/2019 12:00:00 AM,6/15/2019 12:00:00 AM,,0,19,35,99035,Cherokee (County),19010,7/16/2019 12:00:00 AM,2019032201,7,,8/27/2024 6:22:15 PM,185
Severe Risk,DR-4421-IA,4421,IA,DR,3/23/2019,2019,2019,Flood,SEVERE STORMS AND FLOODING,0,0,1,1,3/12/2019 12:00:00 AM,6/15/2019 12:00:00 AM,,0,19,41,99041,Clay (County),19010,7/16/2019 12:00:00 AM,2019032201,7,,8/27/2024 6:22:15 PM,393
Low Risk,DR-4421-IA,4421,IA,DR,3/23/2019,2019,2019,Flood,SEVERE STORMS AND FLOODING,0,0,1,1,3/12/2019 12:00:00 AM,6/15/2019 12:00:00 AM,,0,19,43,99043,Clayton (County),19010,7/16/2019 12:00:00 AM,2019032201,7,,8/27/2024 6:22:15 PM,41
Moderate Risk,DR-4421-IA,4421,IA,DR,3/23/2019,2019,2019,Flood,SEVERE STORMS AND FLOODING,0,0,1,1,3/12/2019 12:00:00 AM,6/15/2019 12:00:00 AM,,0,19,45,99045,Clinton (County),19010,7/16/2019 12:00:00 AM,2019032201,7,,8/27/2024 6:22:15 PM,132
High Risk,DR-4421-IA,4421,IA,DR,3/23/2019,2019,2019,Flood,SEVERE STORMS AND FLOODING,0,0,1,1,3/12/2019 12:00:00 AM,6/15/2019 12:00:00 AM,,0,19,47,99047,Crawford (County),19010,7/16/2019 12:00:00 AM,2019032201,7,,8/27/2024 6:22:15 PM,198
Moderate Risk,DR-4421-IA,4421,IA,DR,3/23/2019,2019,2019,Flood,SEVERE STORMS AND FLOODING,0,0,1,1,3/12/2019 12:00:00 AM,6/15/2019 12:00:00 AM,,0,19,49,99049,Dallas (County),19010,7/16/2019 12:00:00 AM,2019032201,7,,8/27/2024 6:22:15 PM,119
Low Risk,DR-4421-IA,4421,IA,DR,3/23/2019,2019,2019,Flood,SEVERE STORMS AND FLOODING,0,0,1,1,3/12/2019 12:00:00 AM,6/15/2019 12:00:00 AM,,0,19,51,99051,Davis (County),19010,7/16/2019 12:00:00 AM,2019032201,7,,8/27/2024 6:22:15 PM,28
Moderate Risk,DR-4421-IA,4421,IA,DR,3/23/2019,2019,2019,Flood,SEVERE STORMS AND FLOODING,0,0,1,1,3/12/2019 12:00:00 AM,6/15/2019 12:00:00 AM,,0,19,53,99053,Decatur (County),19010,7/16/2019 12:00:00 AM,2019032201,7,,8/27/2024 6:22:15 PM,80
Low Risk,DR-4421-IA,4421,IA,DR,3/23/2019,2019,2019,Flood,SEVERE STORMS AND FLOODING,0,0,1,1,3/12/2019 12:00:00 AM,6/15/2019 12:00:00 AM,,0,19,57,99057,Des Moines (County),19010,7/16/2019 12:00:00 AM,2019032201,7,,8/27/2024 6:22:15 PM,27
Low Risk,DR-4421-IA,4421,IA,DR,3/23/2019,2019,2019,Flood,SEVERE STORMS AND FLOODING,0,0,1,1,3/12/2019 12:00:00 AM,6/15/2019 12:00:00 AM,,0,19,59,99059,Dickinson (County),19010,7/16/2019 12:00:00 AM,2019032201,7,,8/27/2024 6:22:15 PM,39
Low Risk,DR-4421-IA,4421,IA,DR,3/23/2019,2019,2019,Flood,SEVERE STORMS AND FLOODING,0,0,1,1,3/12/2019 12:00:00 AM,6/15/2019 12:00:00 AM,,0,19,63,99063,Emmet (County),19010,7/16/2019 12:00:00 AM,2019032201,7,,8/27/2024 6:22:15 PM,24
High Risk,DR-4421-IA,4421,IA,DR,3/23/2019,2019,2019,Flood,SEVERE STORMS AND FLOODING,0,0,1,1,3/12/2019 12:00:00 AM,6/15/2019 12:00:00 AM,,0,19,65,99065,Fayette (County),19010,7/16/2019 12:00:00 AM,2019032201,7,,8/27/2024 6:22:15 PM,190
Moderate Risk,DR-4421-IA,4421,IA,DR,3/23/2019,2019,2019,Flood,SEVERE STORMS AND FLOODING,0,0,1,1,3/12/2019 12:00:00 AM,6/15/2019 12:00:00 AM,,0,19,67,99067,Floyd (County),19010,7/16/2019 12:00:00 AM,2019032201,7,,8/27/2024 6:22:15 PM,132
Severe Risk,DR-4421-IA,4421,IA,DR,3/23/2019,2019,2019,Flood,SEVERE STORMS AND FLOODING,0,0,1,1,3/12/2019 12:00:00 AM,6/15/2019 12:00:00 AM,,0,19,69,99069,Franklin (County),19010,7/16/2019 12:00:00 AM,2019032201,7,,8/27/2024 6:22:15 PM,492
High Risk,DR-4421-IA,4421,IA,DR,3/23/2019,2019,2019,Flood,SEVERE STORMS AND FLOODING,0,0,1,1,3/12/2019 12:00:00 AM,6/15/2019 12:00:00 AM,,0,19,73,99073,Greene (County),19010,7/16/2019 12:00:00 AM,2019032201,7,,8/27/2024 6:22:15 PM,297
Low Risk,DR-4421-IA,4421,IA,DR,3/23/2019,2019,2019,Flood,SEVERE STORMS AND FLOODING,0,0,1,1,3/12/2019 12:00:00 AM,6/15/2019 12:00:00 AM,,0,19,77,99077,Guthrie (County),19010,7/16/2019 12:00:00 AM,2019032201,7,,8/27/2024 6:22:15 PM,17
High Risk,DR-4421-IA,4421,IA,DR,3/23/2019,2019,2019,Flood,SEVERE STORMS AND FLOODING,0,0,1,1,3/12/2019 12:00:00 AM,6/15/2019 12:00:00 AM,,0,19,79,99079,Hamilton (County),19010,7/16/2019 12:00:00 AM,2019032201,7,,8/27/2024 6:22:15 PM,194
High Risk,DR-4421-IA,4421,IA,DR,3/23/2019,2019,2019,Flood,SEVERE STORMS AND FLOODING,0,0,1,1,3/12/2019 12:00:00 AM,6/15/2019 12:00:00 AM,,0,19,81,99081,Hancock (County),19010,7/16/2019 12:00:00 AM,2019032201,7,,8/27/2024 6:22:15 PM,185
Moderate Risk,DR-4421-IA,4421,IA,DR,3/23/2019,2019,2019,Flood,SEVERE STORMS AND FLOODING,0,0,1,1,3/12/2019 12:00:00 AM,6/15/2019 12:00:00 AM,,0,19,83,99083,Hardin (County),19010,7/16/2019 12:00:00 AM,2019032201,7,,8/27/2024 6:22:15 PM,116
High Risk,DR-4421-IA,4421,IA,DR,3/23/2019,2019,2019,Flood,SEVERE STORMS AND FLOODING,0,0,1,1,3/12/2019 12:00:00 AM,6/15/2019 12:00:00 AM,,0,19,87,99087,Henry (County),19010,7/16/2019 12:00:00 AM,2019032201,7,,8/27/2024 6:22:15 PM,172
Moderate Risk,DR-4421-IA,4421,IA,DR,3/23/2019,2019,2019,Flood,SEVERE STORMS AND FLOODING,0,0,1,1,3/12/2019 12:00:00 AM,6/15/2019 12:00:00 AM,,0,19,89,99089,Howard (County),19010,7/16/2019 12:00:00 AM,2019032201,7,,8/27/2024 6:22:15 PM,149
Moderate Risk,DR-4421-IA,4421,IA,DR,3/23/2019,2019,2019,Flood,SEVERE STORMS AND FLOODING,0,0,1,1,3/12/2019 12:00:00 AM,6/15/2019 12:00:00 AM,,0,19,91,99091,Humboldt (County),19010,7/16/2019 12:00:00 AM,2019032201,7,,8/27/2024 6:22:15 PM,57
Low Risk,DR-4421-IA,4421,IA,DR,3/23/2019,2019,2019,Flood,SEVERE STORMS AND FLOODING,0,0,1,1,3/12/2019 12:00:00 AM,6/15/2019 12:00:00 AM,,0,19,93,99093,Ida (County),19010,7/16/2019 12:00:00 AM,2019032201,7,,8/27/2024 6:22:15 PM,20
Low Risk,DR-4421-IA,4421,IA,DR,3/23/2019,2019,2019,Flood,SEVERE STORMS AND FLOODING,0,0,1,1,3/12/2019 12:00:00 AM,6/15/2019 12:00:00 AM,,0,19,95,99095,Iowa (County),19010,7/16/2019 12:00:00 AM,2019032201,7,,8/27/2024 6:22:15 PM,39
Severe Risk,DR-4421-IA,4421,IA,DR,3/23/2019,2019,2019,Flood,SEVERE STORMS AND FLOODING,0,0,1,1,3/12/2019 12:00:00 AM,6/15/2019 12:00:00 AM,,0,19,97,99097,Jackson (County),19010,7/16/2019 12:00:00 AM,2019032201,7,,8/27/2024 6:22:15 PM,498
High Risk,DR-4421-IA,4421,IA,DR,3/23/2019,2019,2019,Flood,SEVERE STORMS AND FLOODING,0,0,1,1,3/12/2019 12:00:00 AM,6/15/2019 12:00:00 AM,,0,19,99,99099,Jasper (County),19010,7/16/2019 12:00:00 AM,2019032201,7,,8/27/2024 6:22:15 PM,162
Moderate Risk,DR-4421-IA,4421,IA,DR,3/23/2019,2019,2019,Flood,SEVERE STORMS AND FLOODING,0,0,1,1,3/12/2019 12:00:00 AM,6/15/2019 12:00:00 AM,,0,19,105,99105,Jones (County),19010,7/16/2019 12:00:00 AM,2019032201,7,,8/27/2024 6:22:15 PM,134
Low Risk,DR-4421-IA,4421,IA,DR,3/23/2019,2019,2019,Flood,SEVERE STORMS AND FLOODING,0,0,1,1,3/12/2019 12:00:00 AM,6/15/2019 12:00:00 AM,,0,19,107,99107,Keokuk (County),19010,7/16/2019 12:00:00 AM,2019032201,7,,8/27/2024 6:22:15 PM,19
Low Risk,DR-4421-IA,4421,IA,DR,3/23/2019,2019,2019,Flood,SEVERE STORMS AND FLOODING,0,0,1,1,3/12/2019 12:00:00 AM,6/15/2019 12:00:00 AM,,0,19,109,99109,Kossuth (County),19010,7/16/2019 12:00:00 AM,2019032201,7,,8/27/2024 6:22:15 PM,20
High Risk,DR-4421-IA,4421,IA,DR,3/23/2019,2019,2019,Flood,SEVERE STORMS AND FLOODING,0,0,1,1,3/12/2019 12:00:00 AM,6/15/2019 12:00:00 AM,,0,19,111,99111,Lee (County),19010,7/16/2019 12:00:00 AM,2019032201,7,,8/27/2024 6:22:15 PM,268
Low Risk,DR-4421-IA,4421,IA,DR,3/23/2019,2019,2019,Flood,SEVERE STORMS AND FLOODING,0,0,1,1,3/12/2019 12:00:00 AM,6/15/2019 12:00:00 AM,,0,19,117,99117,Lucas (County),19010,7/16/2019 12:00:00 AM,2019032201,7,,8/27/2024 6:22:15 PM,31
Moderate Risk,DR-4421-IA,4421,IA,DR,3/23/2019,2019,2019,Flood,SEVERE STORMS AND FLOODING,0,0,1,1,3/12/2019 12:00:00 AM,6/15/2019 12:00:00 AM,,0,19,119,99119,Lyon (County),19010,7/16/2019 12:00:00 AM,2019032201,7,,8/27/2024 6:22:15 PM,91
Severe Risk,DR-4421-IA,4421,IA,DR,3/23/2019,2019,2019,Flood,SEVERE STORMS AND FLOODING,0,0,1,1,3/12/2019 12:00:00 AM,6/15/2019 12:00:00 AM,,0,19,121,99121,Madison (County),19010,7/16/2019 12:00:00 AM,2019032201,7,,8/27/2024 6:22:15 PM,379
Low Risk,DR-4421-IA,4421,IA,DR,3/23/2019,2019,2019,Flood,SEVERE STORMS AND FLOODING,0,0,1,1,3/12/2019 12:00:00 AM,6/15/2019 12:00:00 AM,,0,19,123,99123,Mahaska (County),19010,7/16/2019 12:00:00 AM,2019032201,7,,8/27/2024 6:22:15 PM,20
High Risk,DR-4421-IA,4421,IA,DR,3/23/2019,2019,2019,Flood,SEVERE STORMS AND FLOODING,0,0,1,1,3/12/2019 12:00:00 AM,6/15/2019 12:00:00 AM,,0,19,127,99127,Marshall (County),19010,7/16/2019 12:00:00 AM,2019032201,7,,8/27/2024 6:22:15 PM,240
Moderate Risk,DR-4421-IA,4421,IA,DR,3/23/2019,2019,2019,Flood,SEVERE STORMS AND FLOODING,0,0,1,1,3/12/2019 12:00:00 AM,6/15/2019 12:00:00 AM,,0,19,131,99131,Mitchell (County),19010,7/16/2019 12:00:00 AM,2019032201,7,,8/27/2024 6:22:15 PM,85
Severe Risk,DR-4421-IA,4421,IA,DR,3/23/2019,2019,2019,Flood,SEVERE STORMS AND FLOODING,0,0,1,1,3/12/2019 12:00:00 AM,6/15/2019 12:00:00 AM,,0,19,135,99135,Monroe (County),19010,7/16/2019 12:00:00 AM,2019032201,7,,8/27/2024 6:22:15 PM,348
Severe Risk,DR-4421-IA,4421,IA,DR,3/23/2019,2019,2019,Flood,SEVERE STORMS AND FLOODING,0,0,1,1,3/12/2019 12:00:00 AM,6/15/2019 12:00:00 AM,,0,19,137,99137,Montgomery (County),19010,7/16/2019 12:00:00 AM,2019032201,7,,8/27/2024 6:22:15 PM,380
Low Risk,DR-4421-IA,4421,IA,DR,3/23/2019,2019,2019,Flood,SEVERE STORMS AND FLOODING,0,0,1,1,3/12/2019 12:00:00 AM,6/15/2019 12:00:00 AM,,0,19,141,99141,O'Brien (County),19010,7/16/2019 12:00:00 AM,2019032201,7,,8/27/2024 6:22:15 PM,15
Moderate Risk,DR-4421-IA,4421,IA,DR,3/23/2019,2019,2019,Flood,SEVERE STORMS AND FLOODING,0,0,1,1,3/12/2019 12:00:00 AM,6/15/2019 12:00:00 AM,,0,19,143,99143,Osceola (County),19010,7/16/2019 12:00:00 AM,2019032201,7,,8/27/2024 6:22:15 PM,67
Low Risk,DR-4421-IA,4421,IA,DR,3/23/2019,2019,2019,Flood,SEVERE STORMS AND FLOODING,0,0,1,1,3/12/2019 12:00:00 AM,6/15/2019 12:00:00 AM,,0,19,145,99145,Page (County),19010,7/16/2019 12:00:00 AM,2019032201,7,,8/27/2024 6:22:15 PM,38
Low Risk,DR-4421-IA,4421,IA,DR,3/23/2019,2019,2019,Flood,SEVERE STORMS AND FLOODING,0,0,1,1,3/12/2019 12:00:00 AM,6/15/2019 12:00:00 AM,,0,19,147,99147,Palo Alto (County),19010,7/16/2019 12:00:00 AM,2019032201,7,,8/27/2024 6:22:15 PM,23
Low Risk,DR-4421-IA,4421,IA,DR,3/23/2019,2019,2019,Flood,SEVERE STORMS AND FLOODING,0,0,1,1,3/12/2019 12:00:00 AM,6/15/2019 12:00:00 AM,,0,19,149,99149,Plymouth (County),19010,7/16/2019 12:00:00 AM,2019032201,7,,8/27/2024 6:22:15 PM,16
Low Risk,DR-4421-IA,4421,IA,DR,3/23/2019,2019,2019,Flood,SEVERE STORMS AND FLOODING,0,0,1,1,3/12/2019 12:00:00 AM,6/15/2019 12:00:00 AM,,0,19,151,99151,Pocahontas (County),19010,7/16/2019 12:00:00 AM,2019032201,7,,8/27/2024 6:22:15 PM,44
High Risk,DR-4421-IA,4421,IA,DR,3/23/2019,2019,2019,Flood,SEVERE STORMS AND FLOODING,0,0,1,1,3/12/2019 12:00:00 AM,6/15/2019 12:00:00 AM,,0,19,153,99153,Polk (County),19010,7/16/2019 12:00:00 AM,2019032201,7,,8/27/2024 6:22:15 PM,269
Low Risk,DR-4421-IA,4421,IA,DR,3/23/2019,2019,2019,Flood,SEVERE STORMS AND FLOODING,0,0,1,1,3/12/2019 12:00:00 AM,6/15/2019 12:00:00 AM,,0,19,159,99159,Ringgold (County),19010,7/16/2019 12:00:00 AM,2019032201,7,,8/27/2024 6:22:15 PM,20
Low Risk,DR-4421-IA,4421,IA,DR,3/23/2019,2019,2019,Flood,SEVERE STORMS AND FLOODING,0,0,1,1,3/12/2019 12:00:00 AM,6/15/2019 12:00:00 AM,,0,19,161,99161,Sac (County),19010,7/16/2019 12:00:00 AM,2019032201,7,,8/27/2024 6:22:15 PM,19
Low Risk,DR-4421-IA,4421,IA,DR,3/23/2019,2019,2019,Flood,SEVERE STORMS AND FLOODING,0,0,1,1,3/12/2019 12:00:00 AM,6/15/2019 12:00:00 AM,,0,19,167,99167,Sioux (County),19010,7/16/2019 12:00:00 AM,2019032201,7,,8/27/2024 6:22:15 PM,49
Low Risk,DR-4421-IA,4421,IA,DR,3/23/2019,2019,2019,Flood,SEVERE STORMS AND FLOODING,0,0,1,1,3/12/2019 12:00:00 AM,6/15/2019 12:00:00 AM,,0,19,171,99171,Tama (County),19010,7/16/2019 12:00:00 AM,2019032201,7,,8/27/2024 6:22:15 PM,21
Severe Risk,DR-4421-IA,4421,IA,DR,3/23/2019,2019,2019,Flood,SEVERE STORMS AND FLOODING,0,0,1,1,3/12/2019 12:00:00 AM,6/15/2019 12:00:00 AM,,0,19,175,99175,Union (County),19010,7/16/2019 12:00:00 AM,2019032201,7,,8/27/2024 6:22:15 PM,306
Low Risk,DR-4421-IA,4421,IA,DR,3/23/2019,2019,2019,Flood,SEVERE STORMS AND FLOODING,0,0,1,1,3/12/2019 12:00:00 AM,6/15/2019 12:00:00 AM,,0,19,179,99179,Wapello (County),19010,7/16/2019 12:00:00 AM,2019032201,7,,8/27/2024 6:22:15 PM,20
High Risk,DR-4421-IA,4421,IA,DR,3/23/2019,2019,2019,Flood,SEVERE STORMS AND FLOODING,0,0,1,1,3/12/2019 12:00:00 AM,6/15/2019 12:00:00 AM,,0,19,185,99185,Wayne (County),19010,7/16/2019 12:00:00 AM,2019032201,7,,8/27/2024 6:22:15 PM,300
Moderate Risk,DR-4421-IA,4421,IA,DR,3/23/2019,2019,2019,Flood,SEVERE STORMS AND FLOODING,0,0,1,1,3/12/2019 12:00:00 AM,6/15/2019 12:00:00 AM,,0,19,187,99187,Webster (County),19010,7/16/2019 12:00:00 AM,2019032201,7,,8/27/2024 6:22:15 PM,140
Low Risk,DR-4421-IA,4421,IA,DR,3/23/2019,2019,2019,Flood,SEVERE STORMS AND FLOODING,0,0,1,1,3/12/2019 12:00:00 AM,6/15/2019 12:00:00 AM,,0,19,189,99189,Winnebago (County),19010,7/16/2019 12:00:00 AM,2019032201,7,,8/27/2024 6:22:15 PM,45
Low Risk,DR-4421-IA,4421,IA,DR,3/23/2019,2019,2019,Flood,SEVERE STORMS AND FLOODING,0,0,1,1,3/12/2019 12:00:00 AM,6/15/2019 12:00:00 AM,,0,19,191,99191,Winneshiek (County),19010,7/16/2019 12:00:00 AM,2019032201,7,,8/27/2024 6:22:15 PM,21
Moderate Risk,DR-4421-IA,4421,IA,DR,3/23/2019,2019,2019,Flood,SEVERE STORMS AND FLOODING,0,0,1,1,3/12/2019 12:00:00 AM,6/15/2019 12:00:00 AM,,0,19,195,99195,Worth (County),19010,7/16/2019 12:00:00 AM,2019032201,7,,8/27/2024 6:22:15 PM,55
Moderate Risk,DR-4421-IA,4421,IA,DR,3/23/2019,2019,2019,Flood,SEVERE STORMS AND FLOODING,0,0,1,1,3/12/2019 12:00:00 AM,6/15/2019 12:00:00 AM,,0,19,197,99197,Wright (County),19010,7/16/2019 12:00:00 AM,2019032201,7,,8/27/2024 6:22:15 PM,65
Low Risk,DR-4421-IA,4421,IA,DR,3/23/2019,2019,2019,Flood,SEVERE STORMS AND FLOODING,1,0,1,1,3/12/2019 12:00:00 AM,6/15/2019 12:00:00 AM,,0,19,71,99071,Fremont (County),19010,7/16/2019 12:00:00 AM,2019032201,7,,8/27/2024 6:22:15 PM,45
High Risk,DR-4421-IA,4421,IA,DR,3/23/2019,2019,2019,Flood,SEVERE STORMS AND FLOODING,1,0,1,1,3/12/2019 12:00:00 AM,6/15/2019 12:00:00 AM,,0,19,85,99085,Harrison (County),19010,7/16/2019 12:00:00 AM,2019032201,7,,8/27/2024 6:22:15 PM,183
Low Risk,DR-4421-IA,4421,IA,DR,3/23/2019,2019,2019,Flood,SEVERE STORMS AND FLOODING,1,0,1,1,3/12/2019 12:00:00 AM,6/15/2019 12:00:00 AM,,0,19,115,99115,Louisa (County),19010,7/16/2019 12:00:00 AM,2019032201,7,,8/27/2024 6:22:15 PM,44
Low Risk,DR-4421-IA,4421,IA,DR,3/23/2019,2019,2019,Flood,SEVERE STORMS AND FLOODING,1,0,1,1,3/12/2019 12:00:00 AM,6/15/2019 12:00:00 AM,,0,19,129,99129,Mills (County),19010,7/16/2019 12:00:00 AM,2019032201,7,,8/27/2024 6:22:15 PM,37
Low Risk,DR-4421-IA,4421,IA,DR,3/23/2019,2019,2019,Flood,SEVERE STORMS AND FLOODING,1,0,1,1,3/12/2019 12:00:00 AM,6/15/2019 12:00:00 AM,,0,19,133,99133,Monona (County),19010,7/16/2019 12:00:00 AM,2019032201,7,,8/27/2024 6:22:15 PM,19
Low Risk,DR-4421-IA,4421,IA,DR,3/23/2019,2019,2019,Flood,SEVERE STORMS AND FLOODING,1,0,1,1,3/12/2019 12:00:00 AM,6/15/2019 12:00:00 AM,,0,19,139,99139,Muscatine (County),19010,7/16/2019 12:00:00 AM,2019032201,7,,8/27/2024 6:22:15 PM,21
Low Risk,DR-4421-IA,4421,IA,DR,3/23/2019,2019,2019,Flood,SEVERE STORMS AND FLOODING,1,0,1,1,3/12/2019 12:00:00 AM,6/15/2019 12:00:00 AM,,0,19,155,99155,Pottawattamie (County),19010,7/16/2019 12:00:00 AM,2019032201,7,,8/27/2024 6:22:15 PM,26
High Risk,DR-4421-IA,4421,IA,DR,3/23/2019,2019,2019,Flood,SEVERE STORMS AND FLOODING,1,0,1,1,3/12/2019 12:00:00 AM,6/15/2019 12:00:00 AM,,0,19,163,99163,Scott (County),19010,7/16/2019 12:00:00 AM,2019032201,7,,8/27/2024 6:22:15 PM,198
High Risk,DR-4421-IA,4421,IA,DR,3/23/2019,2019,2019,Flood,SEVERE STORMS AND FLOODING,1,0,1,1,3/12/2019 12:00:00 AM,6/15/2019 12:00:00 AM,,0,19,165,99165,Shelby (County),19010,7/16/2019 12:00:00 AM,2019032201,7,,8/27/2024 6:22:15 PM,178
Low Risk,DR-4421-IA,4421,IA,DR,3/23/2019,2019,2019,Flood,SEVERE STORMS AND FLOODING,1,0,1,1,3/12/2019 12:00:00 AM,6/15/2019 12:00:00 AM,,0,19,193,99193,Woodbury (County),19010,7/16/2019 12:00:00 AM,2019032201,7,,8/27/2024 6:22:15 PM,17
Low Risk,DR-4420-NE,4420,NE,DR,3/21/2019,2019,2019,Flood,"SEVERE WINTER STORM, STRAIGHT-LINE WINDS, AND FLOODING",0,0,1,1,3/9/2019 12:00:00 AM,7/14/2019 12:00:00 AM,,0,31,0,37035,Omaha Indian Reservation,19009,9/13/2019 12:00:00 AM,2019031901,7,,8/27/2024 6:22:15 PM,7
Low Risk,DR-4420-NE,4420,NE,DR,3/21/2019,2019,2019,Flood,"SEVERE WINTER STORM, STRAIGHT-LINE WINDS, AND FLOODING",0,0,1,1,3/9/2019 12:00:00 AM,7/14/2019 12:00:00 AM,,0,31,0,39755,Ponca (TDSA),19009,9/13/2019 12:00:00 AM,2019031901,7,,8/27/2024 6:22:15 PM,5
Low Risk,DR-4420-NE,4420,NE,DR,3/21/2019,2019,2019,Flood,"SEVERE WINTER STORM, STRAIGHT-LINE WINDS, AND FLOODING",0,0,1,1,3/9/2019 12:00:00 AM,7/14/2019 12:00:00 AM,,0,31,0,42900,Sac and Fox Indian Reservation (Also KS),19009,9/13/2019 12:00:00 AM,2019031901,7,,8/27/2024 6:22:15 PM,3
Low Risk,DR-4420-NE,4420,NE,DR,3/21/2019,2019,2019,Flood,"SEVERE WINTER STORM, STRAIGHT-LINE WINDS, AND FLOODING",0,0,1,1,3/9/2019 12:00:00 AM,7/14/2019 12:00:00 AM,,0,31,0,53310,Winnebago Indian Reservation,19009,9/13/2019 12:00:00 AM,2019031901,7,,8/27/2024 6:22:15 PM,4
High Risk,DR-4420-NE,4420,NE,DR,3/21/2019,2019,2019,Flood,"SEVERE WINTER STORM, STRAIGHT-LINE WINDS, AND FLOODING",0,0,1,1,3/9/2019 12:00:00 AM,7/14/2019 12:00:00 AM,,0,31,1,99001,Adams (County),19009,9/13/2019 12:00:00 AM,2019031901,7,,8/27/2024 6:22:15 PM,194
Low Risk,DR-4420-NE,4420,NE,DR,3/21/2019,2019,2019,Flood,"SEVERE WINTER STORM, STRAIGHT-LINE WINDS, AND FLOODING",0,0,1,1,3/9/2019 12:00:00 AM,7/14/2019 12:00:00 AM,,0,31,5,99005,Arthur (County),19009,9/13/2019 12:00:00 AM,2019031901,7,,8/27/2024 6:22:15 PM,10
Low Risk,DR-4420-NE,4420,NE,DR,3/21/2019,2019,2019,Flood,"SEVERE WINTER STORM, STRAIGHT-LINE WINDS, AND FLOODING",0,0,1,1,3/9/2019 12:00:00 AM,7/14/2019 12:00:00 AM,,0,31,7,99007,Banner (County),19009,9/13/2019 12:00:00 AM,2019031901,7,,8/27/2024 6:22:15 PM,8
